timestamp,mid_price,spread,spread_pct,ofi_current,ofi_momentum,total_bid_volume,total_ask_volume,volume_imbalance,volume_ratio,bid_depth_l1,ask_depth_l1,future_price,price_increase
2025-11-08 19:24:01.803368,102055.68,111.36000000000058,0.10911690559506398,0.0,0.0,0.14628999999999998,0.12471000000000002,0.02157999999999996,1.1730414561783333,0.09378,0.0007,102055.68,0
2025-11-08 19:24:03.836120,102055.68,111.36000000000058,0.10911690559506398,0.0006900000000000039,0.0006900000000000039,0.14628999999999998,0.12402,0.02226999999999997,1.179567811643283,0.09378,0.0007,102055.68,0
2025-11-08 19:24:05.872399,102055.68,111.36000000000058,0.10911690559506398,0.0,-0.0006900000000000039,0.14628999999999998,0.12402,0.02226999999999997,1.179567811643283,0.09378,0.0007,102055.68,0
2025-11-08 19:24:07.903730,102055.68,111.36000000000058,0.10911690559506398,0.0,0.0,0.14628999999999998,0.12402,0.02226999999999997,1.179567811643283,0.09378,0.0007,102055.675,0
2025-11-08 19:24:09.931208,102055.675,111.35000000000582,0.10910711236783825,-0.00069,-0.00069,0.14628999999999998,0.12471,0.021579999999999974,1.1730414561783336,0.09378,0.00095,102055.675,0
2025-11-08 19:24:11.967752,102055.675,111.35000000000582,0.10910711236783825,0.0006900000000000039,0.0013800000000000038,0.14628999999999998,0.12401999999999999,0.022269999999999984,1.1795678116432833,0.09378,0.00095,102055.68,1
2025-11-08 19:24:14.000213,102055.68,111.36000000000058,0.10911690559506398,-0.0006900000000000039,-0.0013800000000000077,0.14628999999999998,0.12471000000000002,0.02157999999999996,1.1730414561783333,0.09378,0.0007,102054.3,0
2025-11-08 19:24:16.034505,102054.3,108.60000000000582,0.1064139384621773,0.00069,0.0013800000000000038,0.14628999999999998,0.12402,0.02226999999999997,1.179567811643283,0.09378,1e-05,102055.68,1
2025-11-08 19:24:18.068382,102055.68,111.36000000000058,0.10911690559506398,-0.22099,-0.22168,0.14628999999999998,0.34501000000000004,-0.19872000000000006,0.42401669516825585,0.09378,0.0007,102055.68,0
2025-11-08 19:24:20.098068,102055.68,111.36000000000058,0.10911690559506398,0.0,0.22099,0.14628999999999998,0.34501000000000004,-0.19872000000000006,0.42401669516825585,0.09378,0.0007,102055.68,0
2025-11-08 19:24:22.128183,102055.68,111.36000000000058,0.10911690559506398,0.0,0.0,0.14628999999999998,0.34501000000000004,-0.19872000000000006,0.42401669516825585,0.09378,0.0007,102055.68,0
2025-11-08 19:24:24.166832,102055.68,111.36000000000058,0.10911690559506398,0.0,0.0,0.14628999999999998,0.34501000000000004,-0.19872000000000006,0.42401669516825585,0.09378,0.0007,102055.68,0
2025-11-08 19:24:26.196418,102055.68,111.36000000000058,0.10911690559506398,0.22099,0.22099,0.14628999999999998,0.12402,0.02226999999999997,1.179567811643283,0.09378,0.0007,102055.68,0
2025-11-08 19:24:28.232397,102055.68,111.36000000000058,0.10911690559506398,0.0,-0.22099,0.14628999999999998,0.12402,0.02226999999999997,1.179567811643283,0.09378,0.0007,102055.68,0
2025-11-08 19:24:30.264682,102055.68,111.36000000000058,0.10911690559506398,0.0,0.0,0.14628999999999998,0.12402,0.02226999999999997,1.179567811643283,0.09378,0.0007,102055.68,0
2025-11-08 19:24:32.293957,102055.68,111.36000000000058,0.10911690559506398,-0.0006900000000000039,-0.0006900000000000039,0.14628999999999998,0.12471000000000002,0.02157999999999996,1.1730414561783333,0.09378,0.0007,102055.68,0
