timestamp,mid_price,spread,spread_pct,ofi_current,ofi_momentum,total_bid_volume,total_ask_volume,volume_imbalance,volume_ratio,bid_depth_l1,ask_depth_l1,future_price,price_increase
2025-11-18 13:20:31.816511,93445.48000000001,75.81999999999243,0.08113822091768635,-0.02370999999999998,0.0,0.31875,1.39852,-1.07977,0.2279195149157681,0.0001,0.00023,93440.035,0
2025-11-18 13:20:33.846721,93440.035,64.92999999999302,0.06948841575240529,0.61034,0.63405,0.47436,0.94379,-0.46943,0.5026118098305767,0.0001,0.00023,93431.64000000001,0
2025-11-18 13:20:35.882038,93431.64000000001,48.13999999999942,0.051524301617738286,-0.28746000000000005,-0.8978,0.31875,1.07564,-0.75689,0.2963352050872039,0.0001,0.00023,93415.64,0
2025-11-18 13:20:37.917525,93415.64,80.11999999999534,0.08576722270488683,0.28791,0.57537,0.47487999999999997,0.94386,-0.46898000000000006,0.5031254635221325,0.0001,0.00023,93411.70000000001,0
2025-11-18 13:20:39.955965,93411.70000000001,72.24000000000524,0.07733506616409425,-0.13182999999999997,-0.41974,0.47483,1.07564,-0.60081,0.4414395150793946,0.0001,0.00023,93411.705,1
2025-11-18 13:20:42.010618,93411.705,72.23000000001048,0.07732435672811076,-0.15557000000000004,-0.023740000000000067,0.31923,1.0756100000000002,-0.7563800000000002,0.2967897286191091,0.00015,0.0002,93411.98000000001,1
2025-11-18 13:20:44.048735,93411.98000000001,111.5399999999936,0.11940652580107347,-0.32302999999999993,-0.1674599999999999,0.5435599999999999,1.62297,-1.0794100000000002,0.3349168499725811,0.26375,0.0001,93435.94,1
2025-11-18 13:20:46.082135,93435.94,63.60000000000582,0.06806802607220072,0.22418999999999997,0.5472199999999999,0.54367,1.3988900000000002,-0.8552200000000002,0.38864385334086304,0.26386,0.00023,93429.655,0
2025-11-18 13:20:48.120381,93429.655,76.16999999999825,0.08152657740200181,-0.06862999999999997,-0.29281999999999997,0.47475,1.3986,-0.9238500000000001,0.33944658944658945,0.26375,0.00023,93429.005,0
2025-11-18 13:20:50.169771,93429.005,61.88999999999942,0.06624281185484038,0.2986,0.36722999999999995,0.31906999999999996,0.94432,-0.6252500000000001,0.33788334462893926,0.00011,0.055,93415.695,0
2025-11-18 13:20:52.207577,93415.695,88.3700000000099,0.09459866460342653,-0.2990299999999999,-0.5976299999999999,0.47485999999999995,1.39914,-0.9242800000000001,0.3393941992938519,0.26386,0.88839,93391.76000000001,0
2025-11-18 13:20:54.238221,93391.76000000001,64.24000000000524,0.06878551169825392,0.23084999999999994,0.5298799999999999,0.47529999999999994,1.16873,-0.6934300000000001,0.4066807560343278,0.0001,0.00054,93388.01000000001,0
2025-11-18 13:20:56.272863,93388.01000000001,56.74000000000524,0.060757264235532196,-0.06323000000000001,-0.29407999999999995,0.31905999999999995,1.07572,-0.7566600000000001,0.2966013460751868,0.0001,0.00023,93378.72,0
2025-11-18 13:20:58.303019,93378.72,75.32000000000698,0.08066077581702445,-0.000489999999999993,0.06274000000000002,0.31905999999999995,1.07621,-0.7571500000000002,0.2964663030449447,0.00011,0.00072,93376.425,0
2025-11-18 13:21:00.340105,93376.425,69.92999999999302,0.07489042335899346,0.13194,0.13243,0.31905,0.94426,-0.62521,0.3378836337449431,9e-05,0.00054,93376.42000000001,0
2025-11-18 13:21:02.375405,93376.42000000001,69.91999999999825,0.07487971802731166,0.0,-0.13194,0.31905,0.94426,-0.62521,0.3378836337449431,9e-05,0.00023,93381.01999999999,1
2025-11-18 13:21:04.413645,93381.01999999999,79.91999999999825,0.0855848436866488,-0.35299,-0.35299,0.4204,1.3986,-0.9782000000000001,0.3005863005863006,0.00011,0.00023,93383.66500000001,1
2025-11-18 13:21:06.456807,93383.66500000001,85.2100000000064,0.09124722187762324,-0.13177000000000005,0.22121999999999997,0.4204,1.53037,-1.1099700000000001,0.27470480994792107,0.00011,0.88839,93383.66,0
2025-11-18 13:21:08.495463,93383.66,85.19999999999709,0.09123651825169102,0.5860500000000001,0.7178200000000001,0.4204,0.94432,-0.52392,0.4451880718400542,0.00011,0.00023,93380.37,0
2025-11-18 13:21:10.533779,93380.37,78.61999999999534,0.08419328387753802,-0.4542800000000001,-1.0403300000000002,0.4204,1.3986,-0.9782000000000001,0.3005863005863006,0.00011,0.00023,93373.38,0
2025-11-18 13:21:12.568324,93373.38,64.63999999999942,0.06922743934084791,0.0011699999999999489,0.45545,0.5533399999999999,1.53037,-0.9770300000000001,0.3615726915713193,0.00011,0.055,93390.37,1
2025-11-18 13:21:14.603280,93390.37,98.61999999999534,0.10559975295096845,0.37627000000000005,0.3751000000000001,0.42045,1.02121,-0.60076,0.4117174724101801,0.00011,0.00023,93393.725,1
2025-11-18 13:21:16.638125,93393.725,105.33000000000175,0.11278059634092306,0.0,-0.37627000000000005,0.42045,1.02121,-0.60076,0.4117174724101801,0.00011,0.00023,93393.725,0
2025-11-18 13:21:18.672813,93393.725,105.33000000000175,0.11278059634092306,0.0,0.0,0.42045,1.02121,-0.60076,0.4117174724101801,0.00011,0.00023,93395.405,1
2025-11-18 13:21:20.707059,93395.405,108.69000000000233,0.1163761750377359,0.0,0.0,0.42045,1.02121,-0.60076,0.4117174724101801,0.00011,0.00023,93395.405,0
2025-11-18 13:21:22.743177,93395.405,108.69000000000233,0.1163761750377359,0.0,0.0,0.42045,1.02121,-0.60076,0.4117174724101801,0.00011,0.00023,93395.405,0
2025-11-18 13:21:24.772733,93395.405,108.69000000000233,0.1163761750377359,-0.3995,-0.3995,0.47534,1.4756,-1.00026,0.322133369476823,0.00011,0.00023,93395.405,0
2025-11-18 13:21:26.804295,93395.405,108.69000000000233,0.1163761750377359,0.13156,0.5310600000000001,0.47544,1.3441400000000001,-0.8687000000000001,0.3537131548797,0.00011,0.00023,93396.655,1
2025-11-18 13:21:28.837426,93396.655,106.19000000000233,0.1136978620915303,-9.999999999998205e-05,-0.13166,0.47534,1.3441400000000001,-0.8688000000000001,0.353638757867484,0.26375,0.00023,93409.8,1
